iPhone13,88588,66156,121293
iPod,138144,82073,187950
SamsungGalaxyA21s,188731,117960,220341
SamsungGalaxyJ5,134071,97218,183287
SamsungGalaxyJ6,127670,99792,216583
HuaweiY5,130154,112866,280813
SonyPSVita,115980,98072,219166
