cameraRaspberry,Test1,293905,23980,369501
cameraRaspberry,Test2,269765,201828,784082
Stonkam,Test1,213998,70416,936155
Stonkam,Test2,212051,46203,357148
Stonkam,Test3,219377,159657,908885
Stonkam,Test4,214479,104032,666626
