1124,197260
1107,147935
1099,158071
1090,162227
1081,142329
1116,159876
1110,136647
1110,169542
1113,168113
1102,142406
1093,152542
1098,173876
1098,183453
1094,137338
1083,151604
1088,195228
1088,166783
1090,153235
1086,152082
1133,196060
1092,151471
1093,193781
1110,168372
1135,153054
1102,171604
1081,134193
1157,168834
1127,171959
1104,150909
1087,187886
1139,167292
