1517,166430
1513,169037
1513,164183
1504,174719
1513,164312
1560,155427
1517,143182
1554,158548
1532,166917
1537,170772
1507,164234
1517,170653
1530,167935
1506,169141
1507,151047
1532,140416
1512,160698
1519,173850
1553,182969
1530,158427
1514,161730
1514,167798
1529,170475
1505,149729
1525,169557
1523,164206
1507,170396
1513,168270
1506,167761
1527,151823
1536,167813
1512,169851
1511,164396
1507,173636
1513,164423
1516,169124
1519,169224
1507,151793
1511,186370
1513,150851
1505,168647
1519,164018
1513,174071
1514,146197
1527,138633
1509,167595
1532,169037
1504,167510
1531,170366
1545,163935
1517,170459
1555,149052
1507,138730
1505,167011
1505,169542
1503,164261
1519,173834
1537,164299
1519,155037
1512,144623
1551,157030
1515,168387
1504,169082
1511,164365
1532,173676
1504,149286
1510,134009
1502,139038
1526,164851
441,170275
418,163558
1535,178070
1535,179031
1535,181293
1535,177842
1568,179747
1531,191031
1533,169611
1535,176636
1553,178148
1535,180137
1535,180783
1583,178146
1535,161835
1534,158574
1557,176611
1533,162225
1557,177372
1533,179747
1535,177757
1556,180616
1532,188005
1535,171788
1573,176909
1533,178438
1535,180604
1535,179112
1535,159005
1531,160886
1575,175746
1532,162084
1535,176350
1531,179183
1565,180593
1535,177323
1568,160730
1558,158089
1535,176798
1533,162072
1555,177501
1535,179851
1533,178031
1535,180313
1567,176517
1554,161553
1535,176655
1531,161841
1535,176851
1531,175792
1555,179236
1535,181835
1535,176586
1535,159936
1535,158702
1567,169793
1568,166866
1535,177114
1535,162397
1535,157208
1581,159089
1535,186193
1568,173124
1535,177578
1567,176417
1535,162365
1555,175663
1553,176366
1531,168981
1565,170183
1532,169420
1535,168865
1535,178604
1534,181158
1535,158460
1535,168852
1533,168099
1535,169799
1535,168835
1559,178355
1569,181124
1569,177866
1535,159653
1577,159653
1532,170270
1535,166781
1535,177746
1561,181460
1535,177836
1616,179273
1535,176909
1570,162698
1531,175382
1535,162585
1535,175972
1535,180783
1557,179560
1559,158344
1535,160919
1535,175424
1535,162531
1535,176125
1559,181236
1531,180241
1535,159218
1535,161657
1535,175689
1535,162416
1531,176207
1535,163005
1564,176835
1535,171491
1535,168395
1531,175047
1535,162886
1535,175983
1535,162971
1535,176365
1579,181841
1564,180206
1535,178146
1534,163945
1535,178147
1535,163267
1567,179647
1571,181959
1535,180270
1535,162406
1571,179757
1535,198824
1535,181431
1535,163343
1561,177664
1535,182019
1535,179747
1535,180988
1531,198470
1555,180617
1535,162805
1535,178131
1535,182038
1535,179648
1535,180841
1535,198096
1535,181161
1535,163177
1535,178898
1555,181919
1573,179918
1535,181082
1559,192613
1534,178323
1535,169604
1564,178935
1535,181450
1535,179407
1559,180783
1535,191052
1535,189611
1535,160807
1535,178230
1555,164131
1558,178887
1571,182041
1535,178705
1535,199042
1574,181343
1535,180052
1535,164131
1535,179177
1535,181270
1569,179287
1535,192281
1535,169648
1535,178517
1554,179946
1531,163877
1531,178460
1535,182061
1535,179270
1535,199104
1533,181438
1565,180329
1535,181678
1535,179929
1567,180323
1532,179167
1535,181624
1535,180783
1533,180886
1535,179089
1559,181061
1535,181010
1533,199731
1561,161466
1535,178982
1555,180783
1535,181270
1533,178604
1534,180141
1535,181030
1555,199474
1535,180406
1533,179019
1535,179929
1574,180511
1535,160407
1535,159605
1535,158438
1535,178886
1535,180783
1535,179647
1535,178970
1535,199720
1535,179460
1535,179198
1535,160939
1559,178800
1535,181010
1534,198249
1535,180218
1535,180219
1535,180961
1535,180517
1535,178950
1535,199960
1533,180864
1535,180236
1535,160625
1535,179386
1535,180208
1535,199542
1533,160792
1535,179747
1535,180510
1531,198313
1534,180604
1574,179109
1531,180030
1532,180225
1535,181003
1535,179005
1535,179736
1554,179564
1554,178465
1535,179287
1531,179560
1532,179553
1535,198141
1535,181248
1535,179584
1535,179918
1535,179918
1535,179771
1535,179465
1558,197758
1568,198594
1535,198934
1535,178460
1569,178793
1531,198502
1535,181772
1535,196313
1535,198991
1535,179740
1535,179189
1535,180235
1535,178919
1531,180500
1535,196135
1535,199747
1571,179583
1565,179072
1581,180886
1533,178218
1535,180262
1535,197951
1535,179637
1535,178980
1535,199654
1535,180560
1535,178168
1535,179583
1533,197560
1532,199005
1535,199636
1584,199354
1562,179569
1558,178705
1533,198489
1535,181859
1535,176647
1558,161771
1535,177020
1531,180501
1535,178595
1583,178625
1535,197480
1534,198701
1555,199082
1534,199372
1535,179669
1531,178416
1535,179823
1535,180554
1535,158698
1531,176417
1535,161476
1535,176698
1535,180311
1533,178053
1535,179193
1535,198314
1535,198677
1535,179198
1559,179091
1535,176624
1535,177554
1535,172067
1535,167424
1535,158145
1533,158249
1570,168323
1558,168224
1535,170595
1535,167167
1535,158167
1535,178698
1535,159231
1535,159089
1535,170037
1535,167031
1535,170783
1582,166809
1535,176856
1534,181501
1535,164678
1554,168800
1535,162262
1535,174741
1535,171355
1535,166617
1535,157792
1535,158371
1534,168193
1535,168020
1535,170490
1533,166656
1532,176798
1569,180792
1535,177934
1534,158072
1558,160886
1531,174891
1535,162234
1534,175490
1535,178235
1535,170636
1563,186312
1575,159125
1535,159183
1563,175877
1535,161559
1570,175877
1535,159763
1535,177501
1535,189250
1554,167560
1535,159626
1531,169652
1534,165918
1555,157178
1535,178698
1535,158155
1578,178757
1535,158935
1554,159314
1535,174652
1535,178460
1535,155208
1531,160224
1533,175701
1535,161937
1555,175569
1531,159382
1565,158261
1535,161654
1535,174448
1565,162219
1535,175005
1565,162516
1558,155680
1534,166612
1531,169502
1557,167141
1559,170365
1535,166971
1569,150960
1568,181073
1535,156465
1532,167733
1535,168730
1531,168099
1535,169146
1535,168851
1535,168502
1534,169698
1535,167450
1569,157758
1557,159099
1535,169793
1535,167595
1535,169731
1535,167545
1531,157313
1589,160132
1558,170280
1555,167069
1535,169793
1554,168031
1535,169980
1535,148960
1554,169559
1591,166980
1532,169980
1553,167611
1531,169999
1535,167705
1535,170099
1535,148877
1535,169532
1535,167271
1554,169270
1554,167459
1535,169072
1562,168783
1535,157698
1533,160502
1531,168406
1554,168398
1535,168099
1535,169439
1535,168313
1617,158341
1616,159772
1627,171705
1637,167885
1630,162697
1616,157484
1625,180970
1613,160249
1631,161741
1616,170559
1650,169969
1615,162398
1615,178500
1635,163730
1616,158934
1623,160892
1649,162217
1613,172533
1619,168774
1620,163088
1616,178635
1623,162558
1627,160047
1627,161291
1627,161959
1615,178235
1623,163201
1616,173030
1648,169166
1615,181541
1619,180745
1627,180322
1623,192583
1622,187542
1645,163114
1626,179669
1621,183822
1614,159511
1613,181652
1616,160328
1627,161071
1621,179129
1629,163847
1629,159834
1612,160604
1626,161729
1613,171224
1621,170308
1616,162423
1637,178342
1618,163227
1624,179500
1613,171654
1616,169987
1630,163137
1627,178637
1637,163218
1613,163089
1639,178553
1650,183192
1620,161259
1616,172835
1645,169311
1626,123080
1638,161741
1615,162051
1615,171705
1626,169140
1634,165281
1616,156447
1643,164311
1617,168746
1615,171064
1642,164798
1614,169637
1616,170365
1643,146703
1639,170781
1631,168501
1613,167448
1638,172531
1629,163950
1631,168705
1630,171646
1613,145588
1636,170500
1667,169061
1616,164876
1630,171051
1654,169064
1618,165624
1633,155851
1648,182958
1630,152270
1648,168882
1616,164604
1621,170731
1662,150301
1630,169063
1664,185424
1619,149370
1613,169624
1645,169792
1626,164530
1616,170459
1639,168892
1620,164791
1647,156651
1618,164132
1619,170646
1619,169423
1621,164217
1633,156986
1619,164406
1619,169514
1639,169632
1666,164589
1618,170180
1623,169799
1616,164959
1654,156945
1617,164595
1645,201528
1616,183510
1613,156154
1619,164885
1620,170072
1644,170594
1626,149248
1613,172480
1647,178510
1638,183223
1614,200876
1619,201448
1621,200959
1616,201459
1616,199747
1619,200217
1628,181886
1647,180886
1625,182217
1630,180381
1623,162036
1643,179677
1639,199208
1614,181646
1616,180699
1620,181749
1643,179674
1620,179647
1619,182444
1616,160437
1619,160542
1616,177941
1612,163374
1618,178610
1616,181944
1612,178977
1616,179944
1619,164320
1666,177553
1626,162930
1628,179088
1618,182892
1639,179375
1632,199094
1616,184802
1616,177718
1615,162874
1617,179192
1629,182584
1618,178624
1617,192365
