1535,284639
1570,260825
1680,315423
1600,345747
1535,277157
1698,261460
1612,314223
1699,300365
1535,359130
1535,260911
1577,328593
1632,348454
1604,318365
1758,280277
1578,318283
1570,264569
1490,270396
1680,279047
1554,299688
1621,281417
1600,234532
1517,283959
1524,260365
1534,275153
1669,337052
1506,262036
1564,316840
1518,363490
1764,316851
1748,318635
1510,347918
1535,272521
1593,317705
1502,260604
1622,348562
1744,312933
1654,293627
1741,326167
1795,369124
1712,281521
1680,263604
1644,303416
1683,252166
1916,278084
1671,266823
1585,290176
1509,272605
1711,279072
1728,247788
1517,261081
1618,353371
1578,362986
1535,351729
1635,314840
1722,300342
1520,267365
1531,300059
1664,276371
1945,243030
1672,280553
1516,258652
1535,304635
1616,273719
1712,260192
1535,296766
1565,320908
1635,318647
1516,260103
1570,255532
1528,318834
1552,260934
1524,231475
1621,265286
1600,319500
1770,281959
1684,265501
1521,350958
1494,263207
1776,254677
1558,243030
1564,260542
1731,297235
1569,280342
1497,259792
1565,321183
1622,318020
1535,281616
1691,302823
1694,299531
1633,249313
1628,322999
1558,278500
1530,260198
1574,336260
1677,272531
1712,283395
1535,261036
1524,332083
1498,304130
1522,280905
1535,317019
1718,299981
1623,282928
1711,335677
1514,281020
1822,300176
1594,299287
1654,251851
1656,329040
1502,284329
1535,291234
1678,283021
1917,244301
1495,297979
1845,272578
1702,279719
1581,315322
1612,301436
1502,259792
1734,338155
1502,279709
1517,311798
1573,271099
1531,355030
1590,316905
1791,299770
1496,282925
1527,279812
1637,318465
1595,295687
1559,336531
1504,282270
1613,320611
1594,260688
1565,301719
1580,286343
1632,287647
1662,312176
1520,287485
1580,274653
1584,241986
1629,274322
1509,254113
1524,310396
2057,298371
1593,335510
1531,261418
1597,288991
1570,303113
1588,312840
1582,248036
1794,336372
1736,263757
1594,316747
1503,299979
1588,255652
1600,311423
1653,252123
1564,346945
1574,289628
1500,309905
1632,288218
1520,278552
1588,251541
1579,315218
1671,351130
1561,321371
1600,257885
1535,284249
1716,253459
